_id,_num,_cueSheetName,_cueName,_masterReleaseLabelId
21000001,0,BG_0001_Home,BG_0001_Home,1
21000002,0,BG_0002_Title,BG_0002_Title,1
21000003,0,BG_0003_LiveResult,BG_0003_LiveResult,1
21000004,0,BG_0004_GachaPlay,BG_0004_GachaPlay,1
21000005,0,BG_0005_Room,BG_0005_Room,1
21000006,0,BG_0006_EventMain,BG_0006_EventMain,1
21000007,0,BG_0007_TapAdjusting,BG_0007_TapAdjusting,1
31001001,0,song_1001_BokuranoLiveKimitonoLife,play_1001_BokuranoLiveKimitonoLife,1
32001001,0,song_1001_BokuranoLiveKimitonoLife,select_1001_BokuranoLiveKimitonoLife,1
31001002,0,song_1002_SunnyDaySong,play_1002_SunnyDaySong,1
32001002,0,song_1002_SunnyDaySong,select_1002_SunnyDaySong,1
31001003,0,song_1003_ASongForYouYouYou,play_1003_ASongForYouYouYou,1
32001003,0,song_1003_ASongForYouYouYou,select_1003_ASongForYouYouYou,1
31001004,0,song_1004_HatenaHeartbeat,play_1004_HatenaHeartbeat,1
32001004,0,song_1004_HatenaHeartbeat,select_1004_HatenaHeartbeat,1
31001005,0,song_1005_AfterSchoolNavigators,play_1005_AfterSchoolNavigators,1
32001005,0,song_1005_AfterSchoolNavigators,select_1005_AfterSchoolNavigators,1
31001006,0,song_1006_AnemoneHeart,play_1006_AnemoneHeart,1
32001006,0,song_1006_AnemoneHeart,select_1006_AnemoneHeart,1
31001007,0,song_1007_AngelicAngel,play_1007_AngelicAngel,1
32001007,0,song_1007_AngelicAngel,select_1007_AngelicAngel,1
31001008,0,song_1008_BabyMaybeKoinoButton,play_1008_BabyMaybeKoinoButton,1
32001008,0,song_1008_BabyMaybeKoinoButton,select_1008_BabyMaybeKoinoButton,1
31001009,0,song_1009_BeatInAngel,play_1009_BeatInAngel,1
32001009,0,song_1009_BeatInAngel,select_1009_BeatInAngel,1
31001010,0,song_1010_CheerDayCheerGirl,play_1010_CheerDayCheerGirl,1
32001010,0,song_1010_CheerDayCheerGirl,select_1010_CheerDayCheerGirl,1
31001011,0,song_1011_ColorfulVoice,play_1011_ColorfulVoice,1
32001011,0,song_1011_ColorfulVoice,select_1011_ColorfulVoice,1
31001012,0,song_1012_CutiePanther,play_1012_CutiePanther,1
32001012,0,song_1012_CutiePanther,select_1012_CutiePanther,1
31001014,0,song_1014_DancingStarsOnMe,play_1014_DancingStarsOnMe,1
32001014,0,song_1014_DancingStarsOnMe,select_1014_DancingStarsOnMe,1
31001015,0,song_1015_Daring,play_1015_Daring,1
32001015,0,song_1015_Daring,select_1015_Daring,1
31001016,0,song_1016_DreaminGoGo,play_1016_DreaminGoGo,1
32001016,0,song_1016_DreaminGoGo,select_1016_DreaminGoGo,1
31001017,0,song_1017_EndlessParade,play_1017_EndlessParade,1
32001017,0,song_1017_EndlessParade,select_1017_EndlessParade,1
31001019,0,song_1019_FutureStyle,play_1019_FutureStyle,1
32001019,0,song_1019_FutureStyle,select_1019_FutureStyle,1
31001020,0,song_1020_HappyMaker,play_1020_HappyMaker,1
32001020,0,song_1020_HappyMaker,select_1020_HappyMaker,1
31001021,0,song_1021_HeartToHeart,play_1021_HeartToHeart,1
32001021,0,song_1021_HeartToHeart,select_1021_HeartToHeart,1
31001022,0,song_1022_HelloHoshiwoKazoete,play_1022_HelloHoshiwoKazoete,1
32001022,0,song_1022_HelloHoshiwoKazoete,select_1022_HelloHoshiwoKazoete,1
31001023,0,song_1023_KiraKiraSensation,play_1023_KiraKiraSensation,1
32001023,0,song_1023_KiraKiraSensation,select_1023_KiraKiraSensation,1
31001024,0,song_1024_ListenToMyHeart,play_1024_ListenToMyHeart,1
32001024,0,song_1024_ListenToMyHeart,select_1024_ListenToMyHeart,1
31001025,0,song_1025_LoneliestBaby,play_1025_LoneliestBaby,1
32001025,0,song_1025_LoneliestBaby,select_1025_LoneliestBaby,1
31001026,0,song_1026_LoveMarginal,play_1026_LoveMarginal,1
32001026,0,song_1026_LoveMarginal,select_1026_LoveMarginal,1
31001027,0,song_1027_LoveWingBell,play_1027_LoveWingBell,1
32001027,0,song_1027_LoveWingBell,select_1027_LoveWingBell,1
31001028,0,song_1028_LovelessWorld,play_1028_LovelessWorld,1
32001028,0,song_1028_LovelessWorld,select_1028_LovelessWorld,1
31001029,0,song_1029_MermaidFestaVol1,play_1029_MermaidFestaVol1,1
32001029,0,song_1029_MermaidFestaVol1,select_1029_MermaidFestaVol1,1
31001030,0,song_1030_MermaidFestaVol2,play_1030_MermaidFestaVol2,1
32001030,0,song_1030_MermaidFestaVol2,select_1030_MermaidFestaVol2,1
31001031,0,song_1031_MomentRing,play_1031_MomentRing,1
32001031,0,song_1031_MomentRing,select_1031_MomentRing,1
31001032,0,song_1032_MuseumdeDoushitai,play_1032_MuseumdeDoushitai,1
32001032,0,song_1032_MuseumdeDoushitai,select_1032_MuseumdeDoushitai,1
31001033,0,song_1033_MusicStart,play_1033_MusicStart,1
32001033,0,song_1033_MusicStart,select_1033_MusicStart,1
31001035,0,song_1035_NoBrandGirls,play_1035_NoBrandGirls,1
32001035,0,song_1035_NoBrandGirls,select_1035_NoBrandGirls,1
31001037,0,song_1037_NoExitOrion,play_1037_NoExitOrion,1
32001037,0,song_1037_NoExitOrion,select_1037_NoExitOrion,1
31001038,0,song_1038_OhLoveAndPeace,play_1038_OhLoveAndPeace,1
32001038,0,song_1038_OhLoveAndPeace,select_1038_OhLoveAndPeace,1
31001039,0,song_1039_ParadiseLive,play_1039_ParadiseLive,1
32001039,0,song_1039_ParadiseLive,select_1039_ParadiseLive,1
31001040,0,song_1040_PrivateWars,play_1040_PrivateWars,1
32001040,0,song_1040_PrivateWars,select_1040_PrivateWars,1
31001041,0,song_1041_PsychicFire,play_1041_PsychicFire,1
32001041,0,song_1041_PsychicFire,select_1041_PsychicFire,1
31001042,0,song_1042_PureGirlsProject,play_1042_PureGirlsProject,1
32001042,0,song_1042_PureGirlsProject,select_1042_PureGirlsProject,1
31001044,0,song_1044_SentimentalSteps,play_1044_SentimentalSteps,1
32001044,0,song_1044_SentimentalSteps,select_1044_SentimentalSteps,1
31001045,0,song_1045_ShangriLaShower,play_1045_ShangriLaShower,1
32001045,0,song_1045_ShangriLaShower,select_1045_ShangriLaShower,1
31001046,0,song_1046_ShockingParty,play_1046_ShockingParty,1
32001046,0,song_1046_ShockingParty,select_1046_ShockingParty,1
31001047,0,song_1047_SilentTonight,play_1047_SilentTonight,1
32001047,0,song_1047_SilentTonight,select_1047_SilentTonight,1
31001048,0,song_1048_SnowHalation,play_1048_SnowHalation,1
32001048,0,song_1048_SnowHalation,select_1048_SnowHalation,1
31001049,0,song_1049_SoldierGame,play_1049_SoldierGame,1
32001049,0,song_1049_SoldierGame,select_1049_SoldierGame,1
31001050,0,song_1050_SomedayOfMyLife,play_1050_SomedayOfMyLife,1
32001050,0,song_1050_SomedayOfMyLife,select_1050_SomedayOfMyLife,1
31001054,0,song_1054_StartDash9PersonVersion,play_1054_StartDash9PersonVersion,1
32001054,0,song_1054_StartDash9PersonVersion,select_1054_StartDash9PersonVersion,1
31001055,0,song_1055_StormInLover,play_1055_StormInLover,1
32001055,0,song_1055_StormInLover,select_1055_StormInLover,1
31001057,0,song_1057_SuperLoveSuperLive,play_1057_SuperLoveSuperLive,1
32001057,0,song_1057_SuperLoveSuperLive,select_1057_SuperLoveSuperLive,1
31001058,0,song_1058_SweetAndSweetHoliday,play_1058_SweetAndSweetHoliday,1
32001058,0,song_1058_SweetAndSweetHoliday,select_1058_SweetAndSweetHoliday,1
31001059,0,song_1059_TroubleBusters,play_1059_TroubleBusters,1
32001059,0,song_1059_TroubleBusters,select_1059_TroubleBusters,1
31001060,0,song_1060_UnbalancedLove,play_1060_UnbalancedLove,1
32001060,0,song_1060_UnbalancedLove,select_1060_UnbalancedLove,1
31001061,0,song_1061_WaoWaoPowerfulDay,play_1061_WaoWaoPowerfulDay,1
32001061,0,song_1061_WaoWaoPowerfulDay,select_1061_WaoWaoPowerfulDay,1
31001062,0,song_1062_WildStars,play_1062_WildStars,1
32001062,0,song_1062_WildStars,select_1062_WildStars,1
31001063,0,song_1063_WonderZone,play_1063_WonderZone,1
32001063,0,song_1063_WonderZone,select_1063_WonderZone,1
31001064,0,song_1064_WonderfulRush,play_1064_WonderfulRush,1
32001064,0,song_1064_WonderfulRush,select_1064_WonderfulRush,1
31001066,0,song_1066_AnoneGanbare,play_1066_AnoneGanbare,1
32001066,0,song_1066_AnoneGanbare,select_1066_AnoneGanbare,1
31001067,0,song_1067_ArifuretaKanashiminoHate,play_1067_ArifuretaKanashiminoHate,1
32001067,0,song_1067_ArifuretaKanashiminoHate,select_1067_ArifuretaKanashiminoHate,1
31001068,0,song_1068_KittoSeishungaKikoeru,play_1068_KittoSeishungaKikoeru,1
32001068,0,song_1068_KittoSeishungaKikoeru,select_1068_KittoSeishungaKikoeru,1
31001069,0,song_1069_KiminoKuseni,play_1069_KiminoKuseni,1
32001069,0,song_1069_KiminoKuseni,select_1069_KiminoKuseni,1
31001070,0,song_1070_KururinMiracle,play_1070_KururinMiracle,1
32001070,0,song_1070_KururinMiracle,select_1070_KururinMiracle,1
31001071,0,song_1071_Korekara,play_1071_Korekara,1
32001071,0,song_1071_Korekara,select_1071_Korekara,1
31001072,0,song_1072_KorekaranoSomeday,play_1072_KorekaranoSomeday,1
32001072,0,song_1072_KorekaranoSomeday,select_1072_KorekaranoSomeday,1
31001073,0,song_1073_SayounaraheSayounara,play_1073_SayounaraheSayounara,1
32001073,0,song_1073_SayounaraheSayounara,select_1073_SayounaraheSayounara,1
31001074,0,song_1074_ShiawaseyukinoSmiling,play_1074_ShiawaseyukinoSmiling,1
32001074,0,song_1074_ShiawaseyukinoSmiling,select_1074_ShiawaseyukinoSmiling,1
31001075,0,song_1075_SusumeTomorrow,play_1075_SusumeTomorrow,1
32001075,0,song_1075_SusumeTomorrow,select_1075_SusumeTomorrow,1
31001076,0,song_1076_Spicaterrible,play_1076_Spicaterrible,1
32001076,0,song_1076_Spicaterrible,select_1076_Spicaterrible,1
31001077,0,song_1077_ZuruiyoMagneticToday,play_1077_ZuruiyoMagneticToday,1
32001077,0,song_1077_ZuruiyoMagneticToday,select_1077_ZuruiyoMagneticToday,1
31001078,0,song_1078_SoshiteSaigonoPageniha,play_1078_SoshiteSaigonoPageniha,1
32001078,0,song_1078_SoshiteSaigonoPageniha,select_1078_SoshiteSaigonoPageniha,1
31001079,0,song_1079_ItsOurMiraculousTime,play_1079_ItsOurMiraculousTime,1
32001079,0,song_1079_ItsOurMiraculousTime,select_1079_ItsOurMiraculousTime,1
31001080,0,song_1080_DiamondPrincessnoYuutsu,play_1080_DiamondPrincessnoYuutsu,1
32001080,0,song_1080_DiamondPrincessnoYuutsu,select_1080_DiamondPrincessnoYuutsu,1
31001081,0,song_1081_Takaramonos,play_1081_Takaramonos,1
32001081,0,song_1081_Takaramonos,select_1081_Takaramonos,1
31001082,0,song_1082_DatteDatteAaMujo,play_1082_DatteDatteAaMujo,1
32001082,0,song_1082_DatteDatteAaMujo,select_1082_DatteDatteAaMujo,1
31001083,0,song_1083_DonnaTokimoZutto,play_1083_DonnaTokimoZutto,1
32001083,0,song_1083_DonnaTokimoZutto,select_1083_DonnaTokimoZutto,1
31001084,0,song_1084_NatteShimatta,play_1084_NatteShimatta,1
32001084,0,song_1084_NatteShimatta,select_1084_NatteShimatta,1
31001085,0,song_1085_Nawatobi,play_1085_Nawatobi,1
32001085,0,song_1085_Nawatobi,select_1085_Nawatobi,1
31001086,0,song_1086_NicoPuriJyoshidou,play_1086_NicoPuriJyoshidou,1
32001086,0,song_1086_NicoPuriJyoshidou,select_1086_NicoPuriJyoshidou,1
31001087,0,song_1087_FutariHappiness,play_1087_FutariHappiness,1
32001087,0,song_1087_FutariHappiness,select_1087_FutariHappiness,1
31001088,0,song_1088_BlueberryTrain,play_1088_BlueberryTrain,1
32001088,0,song_1088_BlueberryTrain,select_1088_BlueberryTrain,1
31001089,0,song_1089_PuwaPuwaO,play_1089_PuwaPuwaO,1
32001089,0,song_1089_PuwaPuwaO,select_1089_PuwaPuwaO,1
31001090,0,song_1090_MahotsukaiHajimemashita,play_1090_MahotsukaiHajimemashita,1
32001090,0,song_1090_MahotsukaiHajimemashita,select_1090_MahotsukaiHajimemashita,1
31001091,0,song_1091_MihaMusicnoMi,play_1091_MihaMusicnoMi,1
32001091,0,song_1091_MihaMusicnoMi,select_1091_MihaMusicnoMi,1
31001092,0,song_1092_MoHitorijyanaiyo,play_1092_MoHitorijyanaiyo,1
32001092,0,song_1092_MoHitorijyanaiyo,select_1092_MoHitorijyanaiyo,1
31001093,0,song_1093_MogyuttoLoveDeSekkinchu,play_1093_MogyuttoLoveDeSekkinchu,1
32001093,0,song_1093_MogyuttoLoveDeSekkinchu,select_1093_MogyuttoLoveDeSekkinchu,1
31001094,0,song_1094_MoshimoKaraKitto,play_1094_MoshimoKaraKitto,1
