_id,_number,_type,_giveType,_value,_level,_amount,_masterReleaseLabelId
280010101,1,1,1,0,0,3000,223041903
280010101,2,3,1,19100001,0,900,223041903
280010101,3,3,1,16005003,0,300,223041903
280010101,4,3,1,17001003,0,35,223041903
280010101,5,3,1,21000001,0,30,223041903
280010101,6,4,1,1,0,2000000,223041903
280010101,7,3,1,30010001,0,1000,223041903
280010102,1,1,1,0,0,1500,223041903
280010102,2,3,1,19100001,0,600,223041903
280010102,3,3,1,16005003,0,200,223041903
280010102,4,3,1,17001003,0,20,223041903
280010102,5,3,1,21000001,0,20,223041903
280010102,6,4,1,1,0,1500000,223041903
280010102,7,3,1,30010001,0,900,223041903
280010103,1,1,1,0,0,1000,223041903
280010103,2,3,1,19100001,0,450,223041903
280010103,3,3,1,16005003,0,150,223041903
280010103,4,3,1,17001003,0,15,223041903
280010103,5,3,1,21000001,0,15,223041903
280010103,6,4,1,1,0,1000000,223041903
280010103,7,3,1,30010001,0,700,223041903
280010104,1,1,1,0,0,500,223041903
280010104,2,3,1,19100001,0,180,223041903
280010104,3,3,1,16005003,0,50,223041903
280010104,4,3,1,17001003,0,5,223041903
280010104,5,3,1,21000001,0,5,223041903
280010104,6,4,1,1,0,400000,223041903
280010104,7,3,1,30010001,0,600,223041903
280010105,1,1,1,0,0,375,223041903
280010105,2,3,1,19100001,0,90,223041903
280010105,3,3,1,16005003,0,30,223041903
280010105,4,3,1,17001003,0,3,223041903
280010105,5,3,1,21000001,0,3,223041903
280010105,6,4,1,1,0,200000,223041903
280010105,7,3,1,30010001,0,500,223041903
280010106,1,1,1,0,0,250,223041903
280010106,2,3,1,19100001,0,45,223041903
280010106,3,3,1,16005003,0,20,223041903
280010106,4,3,1,17001003,0,2,223041903
280010106,5,3,1,21000001,0,2,223041903
280010106,6,4,1,1,0,160000,223041903
280010106,7,3,1,30010001,0,300,223041903
280010107,1,1,1,0,0,200,223041903
280010107,2,3,1,19100001,0,15,223041903
280010107,3,3,1,16005003,0,10,223041903
280010107,4,3,1,17001003,0,1,223041903
280010107,5,3,1,21000001,0,1,223041903
280010107,6,4,1,1,0,100000,223041903
280010107,7,3,1,30010001,0,150,223041903
280010108,1,1,1,0,0,150,223041903
280010108,2,3,1,19100001,0,10,223041903
280010108,3,4,1,1,0,60000,223041903
280010108,4,3,1,30010001,0,150,223041903
280010109,1,1,1,0,0,200,223041903
280010109,2,3,1,19100001,0,5,223041903
280010109,3,4,1,1,0,40000,223041903
280010110,1,1,1,0,0,50,223041903
280010110,2,3,1,19100001,0,5,223041903
280010110,3,4,1,1,0,20000,223041903
280010201,1,1,1,0,0,3000,223043004
280010201,2,3,1,19100001,0,900,223043004
280010201,3,3,1,16005003,0,300,223043004
280010201,4,3,1,17001003,0,35,223043004
280010201,5,3,1,21000001,0,30,223043004
280010201,6,4,1,1,0,2000000,223043004
280010201,7,3,1,30010001,0,1000,223043004
280010202,1,1,1,0,0,1500,223043004
280010202,2,3,1,19100001,0,600,223043004
280010202,3,3,1,16005003,0,200,223043004
280010202,4,3,1,17001003,0,20,223043004
280010202,5,3,1,21000001,0,20,223043004
