_id,_num,_cueSheetName,_cueName,_masterReleaseLabelId
40001001,0,SYS_VOICE_HONOKA,RANDOM_1,1
40001002,0,SYS_VOICE_HONOKA,RANDOM_EVOLUTION_1,1
40001003,0,SYS_VOICE_HONOKA,RANDOM_2,1
40001004,0,SYS_VOICE_HONOKA,RANDOM_EVOLUTION_2,1
40001005,0,SYS_VOICE_HONOKA,RANDOM_3,1
40001006,0,SYS_VOICE_HONOKA,RANDOM_EVOLUTION_3,1
40001007,0,SYS_VOICE_HONOKA,RANDOM_UNEVOLUTION_SMILE_1,1
40001008,0,SYS_VOICE_HONOKA,RANDOM_UNEVOLUTION_PURE_1,1
40001009,0,SYS_VOICE_HONOKA,RANDOM_UNEVOLUTION_COOL_1,1
40001010,0,SYS_VOICE_HONOKA,RANDOM_EVOLUTION_SMILE_1,1
40001011,0,SYS_VOICE_HONOKA,RANDOM_EVOLUTION_PURE_1,1
40001012,0,SYS_VOICE_HONOKA,RANDOM_EVOLUTION_COOL_1,1
40001013,0,SYS_VOICE_HONOKA,RANDOM_BOND_MAX_SMILE_1,1
40001014,0,SYS_VOICE_HONOKA,RANDOM_BOND_MAX_PURE_1,1
40001015,0,SYS_VOICE_HONOKA,RANDOM_BOND_MAX_COOL_1,1
40001016,0,SYS_VOICE_HONOKA,TIME_1,1
40001017,0,SYS_VOICE_HONOKA,TIME_FIRSTHALF_1,1
40001018,0,SYS_VOICE_HONOKA,TIME_LATTERHALF_1,1
40001019,0,SYS_VOICE_HONOKA,TIME_MORNING_1,1
40001020,0,SYS_VOICE_HONOKA,TIME_NOON_1,1
40001021,0,SYS_VOICE_HONOKA,TIME_EVENING_1,1
40001022,0,SYS_VOICE_HONOKA,TIME_NIGHT_1,1
40001023,0,SYS_VOICE_HONOKA,SEASON_SPRING_1,1
40001024,0,SYS_VOICE_HONOKA,SEASON_SUMMER_1,1
40001025,0,SYS_VOICE_HONOKA,SEASON_AUTUMN_1,1
40001026,0,SYS_VOICE_HONOKA,SEASON_WINTER_1,1
40001027,0,SYS_VOICE_HONOKA,TOUCH_1,1
40001028,0,SYS_VOICE_HONOKA,TOUCH_2,1
40001029,0,SYS_VOICE_HONOKA,TOUCH_3,1
40001030,0,SYS_VOICE_HONOKA,TOUCH_4,1
40001031,0,SYS_VOICE_HONOKA,TOUCH_5,1
40001032,0,SYS_VOICE_HONOKA,TOUCH_6,1
40001033,0,SYS_VOICE_HONOKA,TOUCH_7,1
40001034,0,SYS_VOICE_HONOKA,TOUCH_8,1
40001035,0,SYS_VOICE_HONOKA,TOUCH_9,1
40001036,0,SYS_VOICE_HONOKA,TOUCH_10,1
40001037,0,SYS_VOICE_HONOKA,TOUCH_11,1
40001038,0,SYS_VOICE_HONOKA,ADVICE_STORY_1,1
40001039,0,SYS_VOICE_HONOKA,ADVICE_MISSION_1,1
40001040,0,SYS_VOICE_HONOKA,ADVICE_LIVE_1,1
40001041,0,SYS_VOICE_HONOKA,ADVICE_LP_1,1
40001042,0,SYS_VOICE_HONOKA,TRIGGER_SHOP_1,1
40001043,0,SYS_VOICE_HONOKA,ADVICE_LESSON_1,1
40001044,0,SYS_VOICE_HONOKA,ADVICE_EVOLUTION_1,1
40001045,0,SYS_VOICE_HONOKA,ADVICE_PRESENT_1,1
40001046,0,SYS_VOICE_HONOKA,ADVICE_GACHA_1,1
40001047,0,SYS_VOICE_HONOKA,ADVICE_INFOMATION_1,1
40001048,0,SYS_VOICE_HONOKA,ADVICE_EVENT_1,1
40001049,0,SYS_VOICE_HONOKA,TRIGGER_STORY_1,1
40001050,0,SYS_VOICE_HONOKA,TRIGGER_FRIEND_1,1
40001051,0,SYS_VOICE_HONOKA,TRIGGER_MEMBER_1,1
40001052,0,SYS_VOICE_HONOKA,INTRODUCTION_1,1
40001053,0,SYS_VOICE_HONOKA,INTRODUCTION_2,1
40001054,0,SYS_VOICE_HONOKA,INTRODUCTION_3,1
40001055,0,SYS_VOICE_HONOKA,SKILL_SMAIL_1,1
40001056,0,SYS_VOICE_HONOKA,SKILL_PURE_1,1
40001057,0,SYS_VOICE_HONOKA,SKILL_COOL_1,1
40001058,0,SYS_VOICE_HONOKA,LIVE_START_1,1
40001059,0,SYS_VOICE_HONOKA,LIVE_START_2,1
40001060,0,SYS_VOICE_HONOKA,LIVE_START_3,1
40001061,0,SYS_VOICE_HONOKA,LIVE_SUCCESS_1,1
40001062,0,SYS_VOICE_HONOKA,LIVE_SUCCESS_2,1
40001063,0,SYS_VOICE_HONOKA,LIVE_SUCCESS_3,1
40001064,0,SYS_VOICE_HONOKA,LIVE_SUCCESS_4,1
40001065,0,SYS_VOICE_HONOKA,LIVE_SUCCESS_5,1
40001066,0,SYS_VOICE_HONOKA,LIVE_FAILED_1,1
40001067,0,SYS_VOICE_HONOKA,LIVE_FAILED_2,1
40001068,0,SYS_VOICE_HONOKA,RESULT_BOND_1,1
40001069,0,SYS_VOICE_HONOKA,RESULT_BOND_2,1
40001070,0,SYS_VOICE_HONOKA,RESULT_BOND_3,1
40001071,0,SYS_VOICE_HONOKA,RESULT_BOND_4,1
40001072,0,SYS_VOICE_HONOKA,RESULT_BOND_5,1
40001073,0,SYS_VOICE_HONOKA,RESULT_BOND_6,1
40001074,0,SYS_VOICE_HONOKA,RESULT_BOND_7,1
40001075,0,SYS_VOICE_HONOKA,RESULT_BOND_MAX_1,1
40001076,0,SYS_VOICE_HONOKA,RESULT_BOND_MAX_2,1
40001077,0,SYS_VOICE_HONOKA,RESULT_BOND_MAX_3,1
40001078,0,SYS_VOICE_HONOKA,RESULT_BOND_MAX_4,1
40001079,0,SYS_VOICE_HONOKA,RESULT_BOND_MAX_5,1
40001080,0,SYS_VOICE_HONOKA,RESULT_BOND_MAX_6,1
40001081,0,SYS_VOICE_HONOKA,RESULT_BOND_MAX_7,1
40001082,0,SYS_VOICE_HONOKA,TRIGGER_EVO_SMILE_1,1
40001083,0,SYS_VOICE_HONOKA,TRIGGER_EVO_PURE_1,1
40001084,0,SYS_VOICE_HONOKA,TRIGGER_EVO_COOL_1,1
40001085,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_0101,1
40001086,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_0203,1
40001087,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_0214,1
40001088,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_0303,1
40001089,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_0314,1
40001090,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_0505,1
40001091,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_0707,1
40001092,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_0717,1
40001093,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_0929,1
40001094,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_1031,1
40001095,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_1225,1
40001096,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_1231,1
40001097,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_HONOKA,1
40001098,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_ERI,1
40001099,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_KOTORI,1
40001100,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_UMI,1
40001101,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_RIN,1
40001102,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_MAKI,1
40001103,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_NOZOMI,1
40001104,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_HANAYO,1
40001105,0,SYS_VOICE_HONOKA,SYS_VOICE_DAY_NIKO,1
